"direccion_completo","calle_colonia","cp","tipo","delegacion","ciudad","precio","ID","lon","lat","descripcion","caracteristicas","amenidades","inf_colonia","fila1","fila2","moneda","RECAMARAS","BANOS","ESTACIONAMIENTOS","No_de_pisos","Edad_inmueble","AREA_TERRENO","AREA_CONSTRUIDA","Tamano_jardin","Jardin","NA","Cisterna","Gas Natural","Seguridad privada","Zona privada","Alberca","Telefonía","Mascotas","Lavandería","Gimnasio","Terraza","Cuarto de servicio","Calefacción","Chimenea","CUENTA CATASTRAL 35425130 ","USO DE SUELO Habitacional. ","SUPERFICIE DE TERRENO 962.0 m²","ÁREA CONSTRUIDA 577 m²","Sótano","CUENTA CATASTRAL 03829833 ","USO DE SUELO Habitacional con Comercio  ","SUPERFICIE DE TERRENO 138.0 m²","ÁREA CONSTRUIDA 330 m²","CUENTA CATASTRAL 03533508 ","SUPERFICIE DE TERRENO 9931.0 m²","CUENTA CATASTRAL 04112001 ","USO DE SUELO Habitacional ","SUPERFICIE DE TERRENO 172.0 m²","ÁREA CONSTRUIDA 413 m²","Amueblado","CUENTA CATASTRAL 02535601 ","SUPERFICIE DE TERRENO 164.0 m²","ÁREA CONSTRUIDA 393 m²","Elevador","CUENTA CATASTRAL 06161507 ","USO DE SUELO Habitacional Mixto. ","SUPERFICIE DE TERRENO 10470.0 m²","ÁREA CONSTRUIDA 29315 m²","Aire acondicionado","CUENTA CATASTRAL 32516917 ","SUPERFICIE DE TERRENO 617.0 m²","ÁREA CONSTRUIDA 1974 m²","CUENTA CATASTRAL 02920403 ","SUPERFICIE DE TERRENO 1982.0 m²","CUENTA CATASTRAL 03203402 ","SUPERFICIE DE TERRENO 199.0 m²","ÁREA CONSTRUIDA 418 m²","CUENTA CATASTRAL 03917405 ","USO DE SUELO Centro de Barrio ","SUPERFICIE DE TERRENO 719.0 m²","ÁREA CONSTRUIDA 1725 m²","CUENTA CATASTRAL 00808712 ","USO DE SUELO Habitacional con Comercio en P. B. ","SUPERFICIE DE TERRENO 128.0 m²","ÁREA CONSTRUIDA 409 m²","Circuito Cerrado de TV","Planta de emergencia","Fibra óptica","Vigilancia","Tiene oficina","CUENTA CATASTRAL 02801738 ","SUPERFICIE DE TERRENO 61.0 m²","ÁREA CONSTRUIDA 127 m²","CUENTA CATASTRAL 02919002 ","SUPERFICIE DE TERRENO 402.0 m²","Urbanizado","zona","Precio m2"
"PENTHOUSE CON ROOF PRIVADO ROMA NORTEInt. 104, Colonia Roma Norte, C.P. 06700 ","PENTHOUSE CON ROOF PRIVADO ROMA NORTEInt. 104","06700","Departamento","Cuauhtémoc","DF / CDMX","8,976,790 ","28832029","-99.16349313757325","19.410939854672304","Penthouse con vista exterior, amenidades y acabados de lujo 

96m2 habitables
+6m2 de balcón
+70m2 de roof 
2 recamaras con closets 
la principal con baño privado  
opción a personalizar el roof
2 baños completos
cocina integral equipada 
área de lavado privada en roof
2 cajones de estacionamiento 
acceso al roof desde el departamento 
y también desde el condominio 
el desarrollo cuenta con: roofgarden, gym, salón de usos múltiples, ludoteca, lobby, vigilancia y elevadores
entrega  enero 2025
apártalo!! tenemos opciones vista interior 
citas gabriela morales","RECÁMARAS2 , BAÑOS2 , ESTACIONAMIENTOS2 , No. de pisos6 , Edad del inmueble1 años, ÁREA CONSTRUIDA172 m2, NA, NA, NA","Cisterna, Elevador, Zona privada, Gimnasio, Telefonía","Precio por/m2 promedio en Zona Roma, $ 50.21 mil MN","Gabby","Morales","MXN","2","2","2","6","1",NA,"172",NA,NA,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zona Roma","50.21"
"PENTHOUSE CON ROOF PRIVADO Y ESTUDIO, Colonia Portales Norte, C.P. 03303 ","PENTHOUSE CON ROOF PRIVADO Y ESTUDIO","03303","Departamento","Benito Juárez","DF / CDMX","5,200,000 ","28635481","-99.14936902823334","19.36648339339851","Penthouse con vista exterior, muy iluminado, con acabados de lujo y roof privado con acceso independiente. 
84m2 habitables +5m2 de balcon +42m2 de roof privado.
2 recamaras con closets, la principal con baño privado, 2 baños completos, un estudio que puede ser tercera habitación, cocina integral equipada con barra de granito, estufa de 6 quemadores y campana extractora, área de lavado privada, sala comedor con balcón, roof con tarja y grill listo para personalizar, cuenta con cajón de estacionamiento, jaula de tendido, lobby, vigilancia, roof comun equipado y elevador, así como una cafetería gourmet en la planta baja. tenemos un cajón de estacionamiento extra en venta y bodegas en venta. tenemos opciones interiores con vista despejada, se entrega sin muebles. listo para escriturar. estamos colocando los últimos detalles del condominio.
apartalo! citas gabriela morales.","RECÁMARAS2 , BAÑOS2 , ESTACIONAMIENTOS1 , No. de pisos4 , Edad del inmueble1 años, ÁREA CONSTRUIDA132 m2, Tamaño del jardin42 m2, Jardín1 , Número de departamentos29 ","Cisterna, Elevador, Zona privada, Telefonía, Mascotas","Precio por/m2 promedio en Zona Portales, $ 39.35 mil MN","Gabby","Morales","MXN","2","2","1","4","1",NA,"132","42","1",0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zona Portales","39.35"
"Periférico, Colonia Pedregal de Carrasco, C.P. 04700 ","Periférico","04700","Departamento","Coyoacán","DF / CDMX","5,550,000 ","27872291","-99.1771157798","19.3036633818","Ubicado en un piso 20 con vista panorámica, dos recámaras, la principal con vestidor, dos baños, estancia, comedor, cocina equipada abierta con, área de lavado, sala de tv o estudio, closet, dos estacionamientos independientes y techados, bodega. el edificio cuenta con alberca, chapoteadero, vestidores con regaderas y vapor, gimnasio, salones de fiestas, salón de yoga, jardín, área de juegos infantiles, salón de juegos, área para perros, vigilancia y acceso controlado. muy cerca de insurgentes, huipulco, tlalpan, gran sur, perisur, avenida del imán zona de hospitales, a un costado del colegio ollinca, cuiculco, etc.  id: eb-dg3423","RECÁMARAS3 , BAÑOS2 , ESTACIONAMIENTOS2 , Edad del inmueble5 años, ÁREA CONSTRUIDA106 m2, Jardín1 , NA, NA, NA","Amueblado, Elevador, Alberca, Gimnasio, Seguridad privada","Precio por/m2 promedio en Pedregal de Carrasco, $ 28.54 mil MN","NA","NA","MXN","3","2","2",NA,"5",NA,"106",NA,"1",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pedregal de Carrasco","28.54"
"Pilares 600 Col Del Valle Sur Depto. 503, Colonia Del Valle Sur, C.P. 03104 ","Pilares 600 Col Del Valle Sur Depto. 503","03104","Departamento","Benito Juárez","DF / CDMX","4,800,000 ","28660255","-99.167166","19.397567","Re-estrena hoy !!! gran oportunidad
departamento remodelado, como nuevo. 
147 mts. de construcción, es un departamento muy acogedor exterior con balcón, excelente iluminación y totalmente conectado.
 cuenta con espacios muy acogedores    
2 amplias habitaciones, la principal con vestidor y baño privado
2 baños completos
1 living room
cocina equipada
cuarto de servicio con baño completo en el departamento
1 jaula de tendido en la azotea
1 estacionamiento, convive con otro estacionamiento.
estricta vigilancia las 24 hrs.
gas lp
edificio con solo 24 departamentos.
estrena departamento totalmente remodelado !! listo para habitarse !!
todo nuevo, los pisos, cocina equipada, baños. 
ventanería en todos los espacios, lo que permite excelente iluminación natural y ventilación. 
en la zona encontrarás todos los servicios, colegios, parques y comercios, muy bien conectados, podrás salir a caminar con mascotas o con la familia con la tranquilidad y seguridad que te mereces. 
es un departamento con espacios muy amplios y bien distribuidos las 2 habitaciones son muy amplias y un living en el que puedes utilizarlo como home office. 
estancia amplia con ventanal a lo largo de esta y un balcón.
no dejes de conocerlo, te va a encantar !!
        
inmobiliaria con mas de 15 años de experiencia, todos los asesores son certificados, cuidando el patrimonio de nuestros clientes.","RECÁMARAS2 , BAÑOS2 , ESTACIONAMIENTOS1 , No. de pisos1 , Edad del inmueble50 años, ÁREA CONSTRUIDA147 m2, Número de departamentos1 , NA, NA","Elevador, Mascotas, NA, NA, NA","Precio por/m2 promedio en Zona Del Valle, $ 41.72 mil MN","NA","NA","MXN","2","2","1","1","50",NA,"147",NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zona Del Valle","41.72"
"Pilares, Colonia Tlacoquemecatl, C.P. 03200 ","Pilares","03200","Departamento","Benito Juárez","DF / CDMX","5,500,000 ","28712029","-99.1735360000","19.3794329000","Venta - departamento - pilares - 144 m2 - piso 5 el edificio cuenta con 7 niveles, con un total de 14 departamentos distribuidos en 1 torre. cuenta con elevador, gas natural, portero, el acceso principal está equipado con portón eléctrico. el departamento es interior, se encuentra en el nivel cinco, tiene tres recámaras, dos baños completos, y un lugar de estacionamiento, donde los autos se estacionan en batería. la cocina es cerrada, el departamento se renta sin muebles, existe un área de lavado dentro del departamento, el boiler es tradicional. ""condiciones: 20% del valor de venta a la firma del contrato de compra venta se aceptan créditos bancarios "" en las operaciones de venta es importante considerar costos variables adicionales al precio de venta como los montos variables del crédito determinados por la institución que otorga el préstamo hipotecario, así como los impuestos y gastos notariales, mismos que se consultan directamente en la notaría de la elección del comprador. ¡agenda una cita con nosotros! ** disponibilidad y precios sujetos a cambios sin previo aviso **.  id: eb-rj5917","RECÁMARAS3 , BAÑOS2 , ESTACIONAMIENTOS1 , Edad del inmueble49 años, ÁREA CONSTRUIDA144 m2, NA, NA, NA, NA","Elevador, Seguridad privada, NA, NA, NA","NA, NA","NA","NA","MXN","3","2","1",NA,"49",NA,"144",NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA, NA","NA, NA"
"PLUTARCO E. CALLES  #21Int. 1, Colonia Granjas México, C.P. 08400 ","PLUTARCO E. CALLES  #21Int. 1","08400","Departamento","Iztacalco","DF / CDMX","2,174,848 ","24668493","-99.09991437567139","19.397144694785037","Departamento nuevo en iztacalco en av eje 4 plutarco e departamento de 47 de 2 recamaras 1 baño ,sala comedor ,cocina integral colocada , patio de servicio con calentador de paso , y 1 lugar de estacionamiento incluido cuenta con salon de fiestas , ludoteca,area de gimnasio ,elevador ,lobby y caseta de vigilancia , estamos frente a la estacion del metro bus goma en iztacalco , estamos cerca del palacio de los deportes ,foro sol, av rio churubusco y a 15 min del aeropuerto . aceptamos creditos ,infonavit , fovissste y creditos bancarios , citas de lunes a domingo de 12 pm a 5 pm con ramiro carrasco al  , entrega inmediata ,. agenda tu cita para que conozcas el conjunto","RECÁMARAS2 , BAÑOS1 , ESTACIONAMIENTOS1 , No. de pisos1 , Edad del inmueble1 años, ÁREA CONSTRUIDA47 m2, Número de departamentos1 , NA, NA","Cisterna, Elevador, Seguridad privada, NA, NA","Precio por/m2 promedio en Granjas México, $ 25.35 mil MN","Ramiro ","Carrasco ","MXN","2","1","1","1","1",NA,"47",NA,NA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Granjas México","25.35"
"Po de Las Galias 15 #15, Colonia Lomas Estrella, C.P. 09890 ","Po de Las Galias 15 #15","09890","Departamento","Iztapalapa","DF / CDMX","1,850,000 ","27098264","-99.0967708","19.3220284","Excelente departamento en venta en primer piso. recién remodelado en paseo de las galias 15  colonia lomas estrella c. 09890, df / cdmx, a unos pasos del metro lomas estrella y a unos pasos de avenida tlahuac, cuenta 2 recamaras con closets, amplia sala comedor, cocina integral, 1 baño, 30 años de antigüedad, 60 metros cuadrados, edificio de 4 pisos. adicionalmente tiene cisterna, portón automático, area de tendido y lavadero en la azotea, 1 estacionamiento amplio con porton automatico.","RECÁMARAS2 , BAÑOS1 , ESTACIONAMIENTOS1 , No. de pisos4 , Edad del inmueble30 años, ÁREA CONSTRUIDA60 m2, Número de departamentos20 , NA, NA","Cisterna, NA, NA, NA, NA","Precio por/m2 promedio en Lomas Estrella, $ 18.97 mil MN","Elisa","Bellido","MXN","2","1","1","4","30",NA,"60",NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lomas Estrella","18.97"
"Polanco, Colonia Polanco I Sección, C.P. 11510 ","Polanco","11510","Departamento","Miguel Hidalgo","DF / CDMX","14,990,000 ","28682861","-99.2094673","19.4384394","¡increíble oportunidad de adquirir o rentar un hermoso departamento en la exclusiva zona de polanco! este espacioso departamento en el piso 9 ofrece todas las comodidades que necesitas para disfrutar de un estilo de vida sofisticado y confortable. con un diseño cuidadoso y acabados de alta calidad, este departamento de 3 recámaras es perfecto para aquellos que buscan amplitud y funcionalidad. la recámara principal cuenta con su propio baño y vestidor, brindando privacidad y comodidad excepcionales. además, las otras 2 recámaras comparten un baño, lo que las hace ideales para niños o invitados. también hay un baño de visitas adicional para mayor conveniencia. la sala y el comedor son amplios y luminosos, con una salida al balcón que ofrece vistas panorámicas de la ciudad. es el espacio perfecto para relajarte, recibir a tus invitados y disfrutar de momentos inolvidables. cuenta con una sala de tv o family room, ideal para disfrutar de películas y series en un ambiente acogedor. y una barra de cantina para disfrutar de grandes momentos con amigos y familiares. la cocina abierta está en excelente estado y es un sueño hecho realidad para los amantes de la gastronomía. equipada con modernos electrodomésticos y amplias superficies de trabajo, te permitirá preparar deliciosas comidas mientras interactúas con tus seres queridos. además, cuenta con un acogedor antecomedor, donde podrás disfrutar de comidas informales y desayunos en un ambiente cómodo y relajante. el departamento también incluye un cuarto de servicio y un área de lavado, lo que te brinda mayor comodidad y espacio para tus necesidades diarias. además, cuenta con 2 estacionamientos para garantizar que siempre tengas un lugar seguro para tus vehículos. en cuanto a la seguridad, el edificio cuenta con vigilancia las 24 horas, brindándote tranquilidad y protección. además, cuenta con un elevador para facilitar el acceso a tu hogar, y un elevador de servicio. la ubicación es inmejorable, en el corazón de polanco, entre las reconocidas calles masaryk y campos elíseos. podrás disfrutar de una amplia variedad de restaurantes, boutiques de lujo, galerías de arte y todos los servicios necesarios para una vida cómoda y sofisticada. no dejes pasar esta oportunidad única de vivir en un departamento que combina elegancia, funcionalidad y una ubicación privilegiada. ¡contáctanos para programar una visita y descubrir todo lo que este maravilloso departamento tiene para ofrecer!.  id: eb-ri1386","RECÁMARAS3 , BAÑOS2 , ESTACIONAMIENTOS2 , Edad del inmuebleNuevo , ÁREA CONSTRUIDA279 m2, NA, NA, NA, NA","Elevador, Gimnasio, Cuarto de servicio, Seguridad privada, NA","Precio por/m2 promedio en Zona Polanco, $ 85.42 mil MN","NA","NA","MXN","3","2","2",NA,NA,NA,"279",NA,NA,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zona Polanco","85.42"
"Popotla #43, Colonia Tizapan, C.P. 01090 ","Popotla #43","01090","Departamento","Álvaro Obregón","DF / CDMX","4,450,000 ","28488016","-99.2082005562973","19.332913782847186","Excelente departamento en tizapán san ángel, al sur de la ciudad de méxico; muy cerca de plaza san jerónimo, plaza loreto, itam, ciudad universitaria, en 2 minutos llegas caminando al parque el batan. vías de acceso: periférico, av. revolución, eje 10 sur – san jerónimo, insurgentes sur (estación del metrobús dr. gálvez). cuenta con 3 recamaras, la recamara principal tiene baño completo, hay otro baño completo que le da servicio a las otras 2 recamaras y visitas, sala – comedor, amplia cocina integral, amplio cuarto de lavado, cuenta con 2 estacionamientos techados (no se estorban con nadie más). el departamento se ubica en tercer piso. el edificio cuenta con elevador, vigilancia las 24 hrs. el costo de mantenimiento mensual es de $1,700. el departamento está recién remodelado. se puede firmar con el beneficio de jornada notarial.","RECÁMARAS3 , BAÑOS2 , ESTACIONAMIENTOS2 , No. de pisos3 , Edad del inmueble16 años, ÁREA CONSTRUIDA100 m2, Número de departamentos36 , NA, NA","Cisterna, Elevador, Telefonía, Mascotas, Gas Natural","Precio por/m2 promedio en Tizapan, $ 45.91 mil MN","bhzinmobiliaria","Bea","MXN","3","2","2","3","16",NA,"100",NA,NA,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tizapan","45.91"
" , Colonia Portales Oriente, C.P. 03570 "," ","03570","Departamento","Benito Juárez","DF / CDMX","4,959,666 ","28762803","-99.1517173000","19.3638887000","Pent house exterior, con espacios agradables e iluminados que permiten la entrada de luz natural., con una distribución que permite una excelente ventilación y una sensación de amplitud en todos los espacios. cocina abierta con cuarto de lavado integrado. 2 recamaras que comparten un balcón, en el cual puedes disfrutar del atardecer o espacio ideal para tu mascota. centa con un roof garden de 60, con una barra y tarja. puedes disfrutar de una vista panorámica de la ciudad, para relajarte, y vivir una gran conviviencia con tu familia y amigos.  contamos con los últimos 2 ph, 1 exterior y otro interior. a 2 calles de la alberca olímpica, a unas calles de churubusco y a media calle del eje central. ven a conocerlo","RECÁMARAS2 , BAÑOS2 , ESTACIONAMIENTOS1 , Edad del inmuebleNuevo , ÁREA TERRENO134.88 m2, ÁREA CONSTRUIDA69 m2, NA, NA, NA","NA, NA, NA, NA, NA","Precio por/m2 promedio en Zona Portales$ 39.35 mil MN, Precio promedioEste porcentaje muestra el valor de la propiedad con respecto a la tendencia de los precios de la zona.Aunque haya un precio medio en una colonia, cada vivienda cuenta con particularidades que podrían incrementar o disminuir el valor.El porcentaje se ofrece solo como una guía y podría no reflejar el valor particular de la propiedad.Regresar a la propiedadVer estadísticas, NA, NA, NA","NA","NA","MXN","2","2","1",NA,NA,"134","69",NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zona Portales$ 39.35 mil MN","39.35, Precio promedioEste porcentaje muestra el valor de la propiedad con respecto a la tendencia de los precios de la zona.Aunque haya un precio medio en una colonia, cada vivienda cuenta con particularidades que podrían incrementar o disminuir el valor.El porcentaje se ofrece solo como una guía y podría no reflejar el valor particular de la propiedad.Regresar a la propiedadVer estadísticas, NA, NA, NA"
"Privada de los Cedros 100, Colonia Alcantarilla, C.P. 01729 ","Privada de los Cedros 100","01729","Departamento","Álvaro Obregón","DF / CDMX","7,400,000 ","28660749","-99.2418386","19.3402778","Esta propiedad en venta se encuentra en una ubicación privilegiada en méxico, con una amplia variedad de servicios y comodidades que la hacen ideal para aquellos que buscan un estilo de vida cómodo y exclusivo. con una superficie total de 217 metros cuadrados, esta propiedad cuenta con 3 suites, 2 baños completos y 1 medio baño, así como 2 plazas de aparcamiento. construida en 1995, se encuentra en buen estado y ofrece una disposición frontal que permite disfrutar de abundante luz natural. entre las comodidades que ofrece se encuentran una alberca, asador, cancha de tenis, gimnasio, juegos infantiles, cuarto de lavado, cocina integral, closets, circuito cerrado, cisterna, elevador, estacionamiento de visitas, estacionamiento techado, hidroneumático y seguridad las 24 horas. con un precio de venta de 7,400,000 mxn, esta propiedad es una excelente oportunidad para aquellos que buscan un hogar espacioso y bien equipado en una ubicación privilegiada en méxico.","RECÁMARAS3 , BAÑOS2 , ESTACIONAMIENTOS2 , No. de pisos1 , Edad del inmueble29 años, ÁREA CONSTRUIDA217 m2, Número de departamentos1 , NA, NA","Elevador, Alberca, Gimnasio, Mascotas, Lavandería","Precio por/m2 promedio en Alcantarilla, $ 30.63 mil MN","NA","NA","MXN","3","2","2","1","29",NA,"217",NA,NA,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alcantarilla","30.63"
"Privada de los Cedros 100, Colonia Alcantarilla, C.P. 01729 ","Privada de los Cedros 100","01729","Departamento","Álvaro Obregón","DF / CDMX","7,400,000 ","28661130","-99.2418386","19.3402778","Esta propiedad en venta se encuentra en una ubicación privilegiada en méxico, con una amplia variedad de servicios y comodidades que la hacen ideal para aquellos que buscan un estilo de vida cómodo y exclusivo. con una superficie total de 217 metros cuadrados, esta propiedad cuenta con 3 suites, 2 baños completos y 1 medio baño, así como 2 plazas de aparcamiento. construida en 1995, se encuentra en buen estado y ofrece una disposición frontal que permite disfrutar de abundante luz natural. entre las comodidades que ofrece se encuentran una alberca, asador, cancha de tenis, gimnasio, juegos infantiles, cuarto de lavado, cocina integral, closets, circuito cerrado, cisterna, elevador, estacionamiento de visitas, estacionamiento techado, hidroneumático y seguridad las 24 horas. con un precio de venta de 7,400,000 mxn, esta propiedad es una excelente oportunidad para aquellos que buscan un hogar espacioso y bien equipado en una ubicación privilegiada en méxico.","RECÁMARAS3 , BAÑOS2 , ESTACIONAMIENTOS2 , No. de pisos1 , Edad del inmueble29 años, ÁREA CONSTRUIDA217 m2, Número de departamentos1 , NA, NA","Elevador, Alberca, Gimnasio, Mascotas, Lavandería","Precio por/m2 promedio en Alcantarilla, $ 30.63 mil MN","NA","NA","MXN","3","2","2","1","29",NA,"217",NA,NA,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alcantarilla","30.63"
" , Colonia Progresista, C.P. 09240 "," ","09240","Departamento","Iztapalapa","DF / CDMX","1,350,000 ","26354204","-99.0633191000","19.3590598000","Te presentamos esta increíble propiedad con características que hacen de ella un lugar ideal para vivir, departamento en venta en la colonia progresista, iztapalapa en la unidad las americas!cuenta con ventanas con mosquiteros, lo que te permitirá disfrutar de aire fresco sin preocuparte por los insectos lavamanos exterior añade comodidad y funcionalidad a tu rutina diaria el área de regadera, encontrarás un cancel corredizo blanco que brinda privacidad y estilo propiedad está protegida con cancelerías en la puerta exterior y en todas las ventanas, incluyendo la cocina, proporcionando seguridad adicional la sala-comedor y la recámara, el aplanado de granoflex aporta un toque elegante y moderno mesa de vidrio empotrada de 9mm es el complemento perfecto para la decoración la cocina, la loseta forrada crea un ambiente acogedor y funcional baño está cubierto con azulejo, brindando una estética atractiva y fácil de mantener piso es nuevo, lo que significa que tendrás un espacio impecable y listo para habitar estufa de acero es una adición conveniente y funcional para tus necesidades culinarias empotrados en sala-comedor y cocina aportan un toque de modernidad y amplitud un calentador para asegurar agua caliente a lo largo del año departamento cuenta con un estacionamiento fijo para mayor comodidad vigilancia las 24 horas garantiza la seguridad de los residentes puerta automática se entrega con 1 control para facilitar el acceso de todo tipo de servicios cercanos, desde tiendas hasta transporte público propiedad tiene una ubicación privilegiada, en una zona que conecta con importantes vías de comunicación, como el metro constitución a solo 5 minutos, ermita iztapalapa, eje 6 y periférico. además, encontrarás una variedad de servicios y comodidades cercanas, como chedraui, bancos, mercados, tiendas y escuelas primarias y secundarias de la propiedad:superficie: 50 m²habitaciones: 2 con closetbaño: 1 con cancel corridotipo de inmueble: departamentoestacionamiento: 1 fijodepartamento en 1er pisoantigüedad: 15 añospara agendar una cita previa y conocer esta increíble propiedad en persona, llámanos al whatsapp . estamos ansiosos de mostrarte este lugar que seguramente se convertirá en tu nuevo hogar.¡no dejes pasar esta oportunidad de adquirir una propiedad con todas las comodidades y servicios que necesitas en una ubicación privilegiada! ¡te esperamos para que descubras todo lo que esta propiedad tiene para ofrecerte!","RECÁMARAS2 , BAÑOS1 , ESTACIONAMIENTOS1 , Edad del inmuebleNuevo , ÁREA TERRENO50 m2, ÁREA CONSTRUIDA60 m2, NA, NA, NA","NA, NA, NA, NA, NA","Precio por/m2 promedio en Progresista$ 13.53 mil MN, Precio promedioEste porcentaje muestra el valor de la propiedad con respecto a la tendencia de los precios de la zona.Aunque haya un precio medio en una colonia, cada vivienda cuenta con particularidades que podrían incrementar o disminuir el valor.El porcentaje se ofrece solo como una guía y podría no reflejar el valor particular de la propiedad.Regresar a la propiedadVer estadísticas, NA, NA, NA","NA","NA","MXN","2","1","1",NA,NA,"50","60",NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Progresista$ 13.53 mil MN","13.53, Precio promedioEste porcentaje muestra el valor de la propiedad con respecto a la tendencia de los precios de la zona.Aunque haya un precio medio en una colonia, cada vivienda cuenta con particularidades que podrían incrementar o disminuir el valor.El porcentaje se ofrece solo como una guía y podría no reflejar el valor particular de la propiedad.Regresar a la propiedadVer estadísticas, NA, NA, NA"
"Prol. Bosques de Reforma, Colonia Bosques de las Lomas, C.P. 05120 ","Prol. Bosques de Reforma","05120","Departamento","Cuajimalpa de Morelos","DF / CDMX","35,000,000 ","28148926","-99.2602318","19.3897838","Venta moderno departamento elevia bosques vista hermosa. acabado de lujo y vistas increibles al club de golf bosques. de revista! altisima seguridad! elevia es la torre mas nueva y lujosa de la zona. 2 elevadores directo al piso, recibidor amplia sala comedor, gran terraza. family y antecomedor con playground corner. pantry y luminosa cocina con isla. refrigerados subzero apanelados. area de lavado, baño. y cuarto de servicio amplio y luminoso. area de recamaras totalmente blindada con puerta de seguridad. 3 recamaras cada una con vestidor y baño. la principal con tina y vestidor con isla. 377 m2 habitables 45 m2 terraza 422 m2 totales 6 cajones de estacionamiento y bodega amenidades de lujo: valet parking, gran hall de recepcion, cafeteria, jardin con juegos infantiles y salon de eventos. en el rooftop: super gym, alberca climatizada con varios carriles de nado, vestidores con spa, cancha de padel, asadores, sushi bar y cafeteria.  id: eb-qk4374","RECÁMARAS3 , BAÑOS3 , ESTACIONAMIENTOS6 , Edad del inmueble4 años, ÁREA CONSTRUIDA423 m2, NA, NA, NA, NA","Aire acondicionado, Elevador, Alberca, Gimnasio, Terraza","Precio por/m2 promedio en Zona Bosques de las Lomas, $ 45.95 mil MN","TAGZ Relocation & Real Estate"," Real Estate","MXN","3","3","6",NA,"4",NA,"423",NA,NA,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zona Bosques de las Lomas","45.95"
